#, instance, dim, nVertices, nFaces, orientable, genus, index, q, QQLvTime, QQLvMemory, QQLvTrials, QQLvTimeA, QQLvMemoryA, QQLvTimeB, QQLvMemory, QQLvmaxLenBefore, QQLvmaxDegBefore, QQLvmaxLenAfter, QQLvmaxDegAfter, F2LvTime, F2LvMemory, F2LvTrials, F2LvTimeA, F2LvMemoryA, F2LvTimeB, F2LvMemory, F2LvmaxLenBefore, F2LvmaxDegBefore, F2LvmaxLenAfter, F2LvmaxDegAfter, F4LvTime, F4LvMemory, F4LvTrials, F4LvTimeA, F4LvMemoryA, F4LvTimeB, F4LvMemory, F4LvmaxLenBefore, F4LvmaxDegBefore, F4LvmaxLenAfter, F4LvmaxDegAfter, F3LvTime, F3LvMemory, F3LvTrials, F3LvTimeA, F3LvMemoryA, F3LvTimeB, F3LvMemory, F3LvmaxLenBefore, F3LvmaxDegBefore, F3LvmaxLenAfter, F3LvmaxDegAfter, F9LvTime, F9LvMemory, F9LvTrials, F9LvTimeA, F9LvMemoryA, F9LvTimeB, F9LvMemory, F9LvmaxLenBefore, F9LvmaxDegBefore, F9LvmaxLenAfter, F9LvmaxDegAfter, F5LvTime, F5LvMemory, F5LvTrials, F5LvTimeA, F5LvMemoryA, F5LvTimeB, F5LvMemory, F5LvmaxLenBefore, F5LvmaxDegBefore, F5LvmaxLenAfter, F5LvmaxDegAfter, F25LvTime, F25LvMemory, F25LvTrials, F25LvTimeA, F25LvMemoryA, F25LvTimeB, F25LvMemory, F25LvmaxLenBefore, F25LvmaxDegBefore, F25LvmaxLenAfter, F25LvmaxDegAfter, F7919LvTime, F7919LvMemory, F7919LvTrials, F7919LvTimeA, F7919LvMemoryA, F7919LvTimeB, F7919LvMemory, F7919LvmaxLenBefore, F7919LvmaxDegBefore, F7919LvmaxLenAfter, F7919LvmaxDegAfter, F62710561LvTime, F62710561LvMemory, F62710561LvTrials, F62710561LvTimeA, F62710561LvMemoryA, F62710561LvTimeB, F62710561LvMemory, F62710561LvmaxLenBefore, F62710561LvmaxDegBefore, F62710561LvmaxLenAfter, F62710561LvmaxDegAfter
11, 11_manifold_lex_d2_n7_o1_g0_05.mrdi, 2, 7, 15, 1, 0, 05, 1, 0.127606854, 12589608, 1, 0.000150652, 558280, 0.06522777, 4322808, n/a, n/a, n/a, n/a, 1.36837465, 156745328, 5, 0.037635591, 43441008, 0.065651396, 4322616, n/a, n/a, n/a, n/a, 1.861271363, 478600896, 1, 0.332097848, 348261496, 0.064293006, 4322616, n/a, n/a, n/a, n/a, 1.373743566, 156745328, 1, 0.038303364, 43441008, 0.066272341, 4322616, n/a, n/a, n/a, n/a, 1.89810177, 481898480, 1, 0.381819234, 350711672, 0.065029057, 4322616, n/a, n/a, n/a, n/a, 1.37073592, 156745328, 3, 0.037653084, 43441008, 0.066850006, 4322616, n/a, n/a, n/a, n/a, 1.88776769, 483584944, 1, 0.366157061, 351734984, 0.064505776, 4322616, n/a, n/a, n/a, n/a, 1.376823866, 156745328, 1, 0.037851788, 43441008, 0.066658748, 4322616, n/a, n/a, n/a, n/a, 2.310635196, 776461448, 1, 0.738680462, 634652576, 0.064611464, 4322632, n/a, n/a, n/a, n/a
11, 11_manifold_lex_d2_n7_o1_g0_05.mrdi, 2, 7, 10, 1, 0, 05, 2, 0.098199228, 11612824, 1, 0.000338406, 1356112, 0.035665122, 2548192, n/a, n/a, n/a, n/a, 1.352571986, 168848440, 28, 0.046241946, 57318736, 0.035107356, 2548000, n/a, n/a, n/a, n/a, 2.157396309, 772916616, 1, 0.66544482, 644419640, 0.034888354, 2548000, n/a, n/a, n/a, n/a, 1.353523843, 168841256, 1, 0.04613257, 57311552, 0.035847765, 2548000, n/a, n/a, n/a, n/a, 2.143706032, 777967584, 1, 0.65477886, 648484368, 0.035366192, 2548000, n/a, n/a, n/a, n/a, 1.344978132, 168841992, 3, 0.045739184, 57312288, 0.035350444, 2548000, n/a, n/a, n/a, n/a, 2.138949921, 780054520, 1, 0.645244302, 649973960, 0.035877414, 2548000, n/a, n/a, n/a, n/a, 1.350181158, 168845656, 1, 0.045085869, 57315952, 0.035376313, 2548000, n/a, n/a, n/a, n/a, 3.050274676, 1390283856, 1, 1.504884784, 1250132608, 0.032941082, 2548000, n/a, n/a, n/a, n/a
12, 12_manifold_lex_d2_n7_o1_g1_01.mrdi, 2, 7, 21, 1, 1, 01, 1, 0.175912435, 14840392, 1, 0.000169097, 786032, 0.114759589, 6345840, n/a, n/a, n/a, n/a, 1.436931972, 179824456, 1, 0.042526534, 64497104, 0.121544334, 6345648, n/a, n/a, n/a, n/a, 2.075382261, 625604360, 1, 0.493250873, 493259864, 0.115826451, 6345648, n/a, n/a, n/a, n/a, 1.427708589, 174532360, 1, 0.040460023, 59205008, 0.119748546, 6345648, n/a, n/a, n/a, n/a, 2.0667953, 630015008, 1, 0.495391477, 496762784, 0.115462983, 6345648, n/a, n/a, n/a, n/a, 1.428952704, 174535880, 1, 0.041714107, 59208528, 0.119260692, 6345648, n/a, n/a, n/a, n/a, 2.056499735, 632008944, 1, 0.487654714, 498130192, 0.113943081, 6345648, n/a, n/a, n/a, n/a, 1.433970873, 174534392, 1, 0.041694601, 59207040, 0.120668934, 6345648, n/a, n/a, n/a, n/a, 2.652035943, 1040312000, 1, 1.024589718, 896362336, 0.114308506, 6345648, n/a, n/a, n/a, n/a
12, 12_manifold_lex_d2_n7_o1_g1_01.mrdi, 2, 7, 14, 1, 1, 01, 2, 2.574752011, 1281662944, 1, 0.000433063, 1892784, 2.512591626, 1272061640, 6, 3, 530, 15, 589.443923841, 8634194576, 8, 0.050908966, 77593008, 588.130029447, 8447619864, 6, 3, 524, 15, 590.655405905, 9470153920, 2, 0.893949023, 895744920, 588.309485189, 8448389816, 6, 3, 524, 15, 44.982664052, 6246011456, 1, 0.064342712, 77593008, 43.643371251, 6059436552, 6, 3, 530, 15, 45.975373022, 7082535920, 1, 0.874598046, 900416840, 43.585487694, 6055200552, 6, 3, 530, 15, 30.108770608, 4073234776, 2, 0.065985765, 77593008, 28.770056183, 3886659520, 6, 3, 530, 15, 31.04785283, 4916288472, 1, 0.868011172, 902154224, 28.721623664, 3886568376, 6, 3, 530, 15, 7.201637916, 1686759000, 1, 0.049097787, 77576080, 5.874168659, 1500184288, 6, 3, 530, 15, 9.454704845, 3374706104, 1, 2.189691334, 1744715504, 5.759270083, 1492399256, 6, 3, 530, 15
13, 13_manifold_lex_d2_n8_o0_g1_01.mrdi, 2, 8, 21, 0, 1, 01, 1, 0.202334112, 36575240, 1, 0.000235021, 1034320, 0.140502975, 27831024, 2, 2, 41, 7, 1.478178249, 226080224, 7, 0.042618976, 83750032, 0.149259952, 33115560, 2, 2, 40, 7, 2.272249716, 803251720, 2, 0.582526225, 639880016, 0.201568035, 32560728, 2, 2, 40, 7, 1.485404363, 220399248, 2, 0.044903023, 76705008, 0.170498517, 34495992, 2, 2, 41, 7, 2.294040387, 809879944, 1, 0.693182127, 644933008, 0.149906245, 34193704, 2, 2, 41, 7, 1.485209006, 213734936, 1, 0.046510751, 76705008, 0.16690417, 27832224, 2, 2, 41, 7, 2.270859897, 805834720, 1, 0.616869508, 645709232, 0.141666498, 27622304, 2, 2, 41, 7, 1.452479062, 213695880, 1, 0.048146962, 76705184, 0.142714997, 27792448, 2, 2, 41, 7, 3.024024512, 1339873976, 1, 1.378149585, 1167850112, 0.133916272, 27624352, 2, 2, 41, 7
13, 13_manifold_lex_d2_n8_o0_g1_01.mrdi, 2, 8, 14, 0, 1, 01, 2, 0.122669973, 14731560, 1, 0.000702269, 3021968, 0.060689875, 3999696, n/a, n/a, n/a, n/a, 2.250487248, 1319563936, 7, 0.083012926, 121081008, 0.904954775, 1089284680, 6, 3, 2444, 15, 3.842359521, 2644086784, 7, 1.454258502, 1426057432, 0.923532385, 1088544568, 6, 3, 2444, 15, 1.403073441, 234278232, 107, 0.080651147, 121081008, 0.06017886, 3999520, n/a, n/a, n/a, n/a, 2.983084144, 1567919600, 3, 1.470484501, 1433165760, 0.058339588, 3999520, n/a, n/a, n/a, n/a, 1.417698204, 234285544, 19, 0.082895148, 121087776, 0.059743873, 3999520, n/a, n/a, n/a, n/a, 3.019921121, 1571380256, 3, 1.468986911, 1435841376, 0.059583512, 3999520, n/a, n/a, n/a, n/a, 1.406756071, 234279848, 1, 0.083392161, 121082624, 0.060290959, 3999520, n/a, n/a, n/a, n/a, 4.918032349, 2911897912, 1, 3.348783421, 2763511392, 0.056589463, 3999520, n/a, n/a, n/a, n/a
14, 14_manifold_lex_d2_n8_o0_g1_02.mrdi, 2, 8, 21, 0, 1, 02, 1, 0.177715463, 15089960, 1, 0.000238919, 1033552, 0.116590279, 6346512, n/a, n/a, n/a, n/a, 1.455331887, 199309048, 10, 0.063047573, 83765008, 0.117362718, 6346336, n/a, n/a, n/a, n/a, 2.273257692, 777922168, 2, 0.698100697, 642015448, 0.115972078, 6346336, n/a, n/a, n/a, n/a, 1.429295328, 192250664, 2, 0.046607081, 76706080, 0.117562022, 6346336, n/a, n/a, n/a, n/a, 2.267764885, 783451520, 1, 0.695809247, 646410544, 0.117606666, 6346336, n/a, n/a, n/a, n/a, 1.432652507, 192249048, 1, 0.047321612, 76705008, 0.117030936, 6346336, n/a, n/a, n/a, n/a, 2.277698115, 786106864, 1, 0.69295991, 648217216, 0.119256151, 6346336, n/a, n/a, n/a, n/a, 1.424083176, 192249048, 1, 0.04815173, 76705008, 0.115458144, 6346336, n/a, n/a, n/a, n/a, 2.972091097, 1323862600, 1, 1.34227155, 1173129344, 0.109970244, 6346336, n/a, n/a, n/a, n/a
14, 14_manifold_lex_d2_n8_o0_g1_02.mrdi, 2, 8, 14, 0, 1, 02, 2, 0.123064931, 14730056, 1, 0.000779103, 3021328, 0.0601499, 3998832, n/a, n/a, n/a, n/a, 9.403017682, 7745429544, 193, 0.084842935, 121086096, 8.053908207, 7515145200, 6, 3, 13678, 21, 10.918318607, 9080503848, 2, 1.45031566, 1428130744, 7.994193944, 7522797888, 6, 3, 13678, 21, 1.404368345, 234277544, 107, 0.079880962, 121081008, 0.060515276, 3998640, n/a, n/a, n/a, n/a, 2.956462966, 1570536464, 3, 1.428007953, 1435835808, 0.058266666, 3998640, n/a, n/a, n/a, n/a, 1.410942564, 234267240, 19, 0.080918269, 121070880, 0.061422289, 3998656, n/a, n/a, n/a, n/a, 2.995808571, 1574577608, 3, 1.440420579, 1437814936, 0.060514034, 3998640, n/a, n/a, n/a, n/a, 1.416190864, 234277352, 1, 0.083538637, 121081008, 0.060612478, 3998640, n/a, n/a, n/a, n/a, 4.937278307, 2923399160, 1, 3.394721798, 2776360848, 0.057127798, 3998640, n/a, n/a, n/a, n/a
15, 15_manifold_lex_d2_n8_o0_g1_03.mrdi, 2, 8, 21, 0, 1, 03, 1, 0.18366138, 15090280, 1, 0.000245881, 1033872, 0.117389699, 6346512, n/a, n/a, n/a, n/a, 1.446563317, 199309800, 10, 0.062357283, 83765568, 0.118400466, 6346336, n/a, n/a, n/a, n/a, 2.233454299, 776947736, 3, 0.622802147, 641078040, 0.115316488, 6346336, n/a, n/a, n/a, n/a, 1.432456842, 192249592, 3, 0.046659782, 76705008, 0.116424918, 6346336, n/a, n/a, n/a, n/a, 2.220628984, 782365776, 1, 0.659145954, 645345280, 0.114493021, 6346336, n/a, n/a, n/a, n/a, 1.429446803, 192249048, 1, 0.047138915, 76705008, 0.117355744, 6346336, n/a, n/a, n/a, n/a, 2.231905629, 785439408, 1, 0.613900183, 646145776, 0.115554603, 6346336, n/a, n/a, n/a, n/a, 1.433366329, 192249048, 1, 0.047254261, 76705008, 0.118011294, 6346336, n/a, n/a, n/a, n/a, 2.943364869, 1319664920, 1, 1.331748193, 1168924032, 0.111415384, 6346336, n/a, n/a, n/a, n/a
15, 15_manifold_lex_d2_n8_o0_g1_03.mrdi, 2, 8, 14, 0, 1, 03, 2, 0.121128254, 14730104, 1, 0.000660721, 3021392, 0.059198448, 3998816, n/a, n/a, n/a, n/a, 2.957795604, 1926006080, 158, 0.083166885, 121086384, 1.599255235, 1695721448, 6, 3, 1840, 15, 4.489284298, 3252873112, 2, 1.391012456, 1425882880, 1.612368336, 1696361640, 6, 3, 1840, 15, 1.416019922, 234282936, 107, 0.059671427, 121069664, 0.059967001, 3998640, n/a, n/a, n/a, n/a, 2.977813075, 1569374072, 3, 1.401310163, 1433362168, 0.058633158, 3998640, n/a, n/a, n/a, n/a, 1.410827146, 234277544, 19, 0.08162476, 121081008, 0.060199949, 3998640, n/a, n/a, n/a, n/a, 2.991363367, 1572627744, 3, 1.449747064, 1437094352, 0.05956646, 3998640, n/a, n/a, n/a, n/a, 1.416265964, 234277352, 1, 0.083657826, 121081008, 0.060486977, 3998640, n/a, n/a, n/a, n/a, 4.925560991, 2915065336, 1, 3.354592958, 2766780368, 0.05685994, 3998640, n/a, n/a, n/a, n/a
16, 16_manifold_lex_d2_n8_o0_g1_04.mrdi, 2, 8, 21, 0, 1, 04, 1, 0.319764032, 178474856, 1, 0.000266591, 1033504, 0.257241394, 169731456, 2, 2, 66, 7, 1.965402262, 734323672, 17, 0.038615758, 83748080, 0.63473626, 541360960, 2, 2, 60, 7, 2.759150479, 1312057800, 8, 0.596652911, 641565888, 0.662590599, 539543368, 2, 2, 60, 7, 2.034377791, 717551592, 3, 0.047287082, 76706272, 0.718971128, 531647424, 2, 2, 66, 7, 2.858559008, 1308629584, 1, 0.647700222, 646140288, 0.712823911, 530338928, 2, 2, 66, 7, 2.021318961, 690063240, 1, 0.046786042, 76705008, 0.707426361, 504160528, 2, 2, 66, 7, 2.854188364, 1284563336, 2, 0.628906127, 648952816, 0.737626453, 504096680, 2, 2, 66, 7, 1.601180278, 369671248, 1, 0.03960786, 76688080, 0.268187468, 183768536, 2, 2, 66, 7, 3.128462838, 1500382928, 1, 1.334271299, 1174918528, 0.290000178, 181065000, 2, 2, 66, 7
16, 16_manifold_lex_d2_n8_o0_g1_04.mrdi, 2, 8, 14, 0, 1, 04, 2, 0.123875891, 14731160, 1, 0.000894057, 3021552, 0.060490324, 3999712, n/a, n/a, n/a, n/a, 9.871441199, 7041180256, 158, 0.08216813, 121082448, 8.517405084, 6810900104, 6, 3, 10506, 20, 11.36448702, 8376436352, 8, 1.435711632, 1428903264, 8.459469936, 6817968464, 6, 3, 10506, 20, 1.407556768, 234278424, 19, 0.081573895, 121081008, 0.060688005, 3999520, n/a, n/a, n/a, n/a, 2.944334185, 1572158080, 3, 1.38751072, 1436008064, 0.05857467, 3999520, n/a, n/a, n/a, n/a, 1.415837843, 234285832, 19, 0.061363685, 121071680, 0.060585424, 3999520, n/a, n/a, n/a, n/a, 2.930929503, 1575504736, 3, 1.417073172, 1439994368, 0.058554091, 3999520, n/a, n/a, n/a, n/a, 1.413968023, 234278232, 1, 0.081538555, 121081008, 0.060427036, 3999520, n/a, n/a, n/a, n/a, 4.950551918, 2927327160, 1, 3.393286966, 2779277648, 0.055783911, 3999520, n/a, n/a, n/a, n/a
17, 17_manifold_lex_d2_n8_o0_g1_05.mrdi, 2, 8, 21, 0, 1, 05, 1, 0.176540541, 15090488, 1, 0.00023984, 1034080, 0.115458114, 6346512, n/a, n/a, n/a, n/a, 1.447440423, 199309240, 10, 0.062385193, 83765008, 0.119523224, 6346336, n/a, n/a, n/a, n/a, 2.219379125, 777637320, 3, 0.601180083, 640684312, 0.114086089, 6346336, n/a, n/a, n/a, n/a, 1.421298222, 192249592, 3, 0.046426917, 76705008, 0.115002389, 6346336, n/a, n/a, n/a, n/a, 2.196245081, 783040056, 5, 0.629142822, 646011288, 0.114080808, 6346336, n/a, n/a, n/a, n/a, 1.429601268, 192253000, 3, 0.047064764, 76708416, 0.115808673, 6346336, n/a, n/a, n/a, n/a, 2.271683495, 786124960, 1, 0.641751971, 646894128, 0.117248926, 6346336, n/a, n/a, n/a, n/a, 1.427693437, 192250120, 1, 0.047190982, 76706080, 0.115606634, 6346336, n/a, n/a, n/a, n/a, 2.98404795, 1320888776, 1, 1.348565818, 1170257232, 0.111056812, 6346336, n/a, n/a, n/a, n/a
17, 17_manifold_lex_d2_n8_o0_g1_05.mrdi, 2, 8, 14, 0, 1, 05, 2, 0.122907828, 14730648, 1, 0.000735831, 3021936, 0.061087837, 3998816, n/a, n/a, n/a, n/a, 7.652702725, 5785483688, 76, 0.082721996, 121081008, 6.293055497, 5555204976, 6, 3, 7952, 18, 9.14288018, 7113349480, 2, 1.466525697, 1427765312, 6.194319882, 5556021560, 6, 3, 7952, 18, 1.419352782, 234277816, 113, 0.066719757, 121064080, 0.073437136, 3999104, n/a, n/a, n/a, n/a, 2.967796729, 1570657272, 6, 1.408347707, 1434655928, 0.062777468, 3998640, n/a, n/a, n/a, n/a, 1.408059967, 234277352, 19, 0.080911003, 121081008, 0.06031673, 3998640, n/a, n/a, n/a, n/a, 2.967676793, 1574093200, 3, 1.429296846, 1438536624, 0.058274546, 3998640, n/a, n/a, n/a, n/a, 1.408972269, 234284296, 1, 0.081696538, 121087408, 0.060455921, 3998640, n/a, n/a, n/a, n/a, 4.922305507, 2920572888, 1, 3.364295054, 2772189136, 0.056258694, 3998640, n/a, n/a, n/a, n/a
18, 18_manifold_lex_d2_n8_o0_g1_06.mrdi, 2, 8, 21, 0, 1, 06, 1, 0.185661192, 15090760, 1, 0.000267411, 1034336, 0.120853924, 6346528, n/a, n/a, n/a, n/a, 1.455100889, 199309048, 31, 0.039952177, 83748080, 0.117748003, 6346336, n/a, n/a, n/a, n/a, 2.252568883, 778324944, 2, 0.681347154, 642443488, 0.113953332, 6346336, n/a, n/a, n/a, n/a, 1.426249006, 192249048, 2, 0.046777648, 76705008, 0.11713846, 6346336, n/a, n/a, n/a, n/a, 2.278616261, 784051192, 1, 0.70453674, 646973848, 0.123046088, 6346336, n/a, n/a, n/a, n/a, 1.423198494, 192249048, 2, 0.045910772, 76705008, 0.11668448, 6346336, n/a, n/a, n/a, n/a, 2.259471849, 786710984, 1, 0.678703671, 648843912, 0.11775486, 6346336, n/a, n/a, n/a, n/a, 1.421598424, 192249048, 1, 0.046377679, 76705008, 0.115439043, 6346336, n/a, n/a, n/a, n/a, 3.005152471, 1325265336, 1, 1.372270488, 1174657408, 0.114813709, 6346336, n/a, n/a, n/a, n/a
18, 18_manifold_lex_d2_n8_o0_g1_06.mrdi, 2, 8, 14, 0, 1, 06, 2, 0.123483192, 14730280, 1, 0.000765877, 3021568, 0.060247942, 3998816, n/a, n/a, n/a, n/a, 9.499165309, 5996025984, 151, 0.084057561, 121086064, 8.149914136, 5765742216, 6, 3, 8256, 19, 11.038991029, 7328434632, 2, 1.448440385, 1428737112, 8.101762468, 5770130912, 6, 3, 8256, 19, 1.418219002, 234277896, 107, 0.080537695, 121081008, 0.060384148, 3998640, n/a, n/a, n/a, n/a, 2.960192524, 1571423384, 3, 1.430603647, 1436720200, 0.05882411, 3998640, n/a, n/a, n/a, n/a, 1.408577716, 234263128, 19, 0.080108689, 121066784, 0.059840457, 3998640, n/a, n/a, n/a, n/a, 2.980727898, 1575657080, 3, 1.416281826, 1438764872, 0.059366398, 3998640, n/a, n/a, n/a, n/a, 1.411673697, 234277352, 1, 0.082446498, 121081008, 0.060048087, 3998640, n/a, n/a, n/a, n/a, 4.937624819, 2930112136, 1, 3.367916079, 2781702352, 0.05657062, 3998640, n/a, n/a, n/a, n/a
19, 19_manifold_lex_d2_n8_o0_g1_07.mrdi, 2, 8, 21, 0, 1, 07, 1, 0.179516583, 15089624, 1, 0.000241453, 1033200, 0.117305837, 6346528, n/a, n/a, n/a, n/a, 1.427836994, 199297128, 28, 0.047450682, 83752544, 0.119009213, 6346336, n/a, n/a, n/a, n/a, 2.235842337, 777375944, 3, 0.665763833, 641545992, 0.115222266, 6346336, n/a, n/a, n/a, n/a, 1.426616764, 192249048, 3, 0.046173936, 76705008, 0.115962927, 6346336, n/a, n/a, n/a, n/a, 2.249605961, 782968040, 1, 0.614115542, 645894376, 0.18144893, 6346912, n/a, n/a, n/a, n/a, 1.430732559, 192250840, 3, 0.047505235, 76706800, 0.117037052, 6346336, n/a, n/a, n/a, n/a, 2.245356765, 785760416, 1, 0.631832505, 646776208, 0.114658839, 6346336, n/a, n/a, n/a, n/a, 1.43300243, 192251352, 1, 0.046771889, 76707312, 0.117565465, 6346336, n/a, n/a, n/a, n/a, 2.967235213, 1322118312, 1, 1.349519376, 1171377520, 0.108637757, 6346336, n/a, n/a, n/a, n/a
19, 19_manifold_lex_d2_n8_o0_g1_07.mrdi, 2, 8, 14, 0, 1, 07, 2, 0.122550381, 14731248, 1, 0.000737424, 3022536, 0.05983621, 3998816, n/a, n/a, n/a, n/a, 3.072495961, 1926812496, 76, 0.082707858, 121087696, 1.724096087, 1696527096, 6, 3, 2188, 17, 4.650579711, 3252822864, 2, 1.51209352, 1427475600, 1.684026589, 1695861968, 6, 3, 2188, 17, 1.418177564, 234280696, 19, 0.059617219, 121067424, 0.06070472, 3998640, n/a, n/a, n/a, n/a, 2.956964685, 1570065200, 3, 1.395938713, 1434240208, 0.05856271, 3998640, n/a, n/a, n/a, n/a, 1.411170181, 234277352, 19, 0.060819585, 121064080, 0.062650392, 3998640, n/a, n/a, n/a, n/a, 3.0042829, 1573595600, 3, 1.462862676, 1438047248, 0.06237221, 3998640, n/a, n/a, n/a, n/a, 1.407393473, 234278472, 1, 0.083775993, 121081584, 0.060102028, 3998640, n/a, n/a, n/a, n/a, 4.896902166, 2922277464, 1, 3.335448319, 2773890352, 0.056153888, 3998640, n/a, n/a, n/a, n/a
20, 20_manifold_lex_d2_n8_o0_g1_08.mrdi, 2, 8, 21, 0, 1, 08, 1, 0.242406244, 59979264, 1, 0.000265208, 1033984, 0.179773324, 51235384, 2, 2, 34, 8, 1.606184483, 331136560, 7, 0.049741392, 83773008, 0.284847774, 138165848, 2, 2, 32, 8, 2.430497725, 907753464, 8, 0.641678927, 641777152, 0.288728999, 135212856, 2, 2, 32, 8, 1.564278207, 281068712, 3, 0.060083133, 76705312, 0.238688776, 95165696, 2, 2, 34, 8, 2.385524653, 873381312, 2, 0.691226175, 647313424, 0.246086481, 95339984, 2, 2, 34, 8, 1.591843635, 303885368, 1, 0.046918624, 76706416, 0.284630015, 117981248, 2, 2, 34, 8, 2.424152716, 899355960, 1, 0.612619815, 648263120, 0.309841606, 118143000, 2, 2, 34, 8, 1.503801846, 241186344, 1, 0.04766762, 76705008, 0.187548339, 55283632, 2, 2, 34, 8, 3.056906902, 1374662536, 1, 1.353176299, 1175537904, 0.195498721, 54834560, 2, 2, 34, 8
20, 20_manifold_lex_d2_n8_o0_g1_08.mrdi, 2, 8, 14, 0, 1, 08, 2, 0.121445006, 14731176, 1, 0.000830969, 3021584, 0.059461476, 3999696, n/a, n/a, n/a, n/a, 11.782932508, 9962277720, 186, 0.082723006, 121082000, 10.438449055, 9731998016, 6, 3, 11398, 21, 13.364852538, 11301876448, 8, 1.467982234, 1428825504, 10.416521017, 9743494848, 6, 3, 11398, 21, 1.413976349, 234278232, 19, 0.07805773, 121064080, 0.060207867, 3999520, n/a, n/a, n/a, n/a, 2.945473527, 1571518008, 6, 1.410912347, 1436839016, 0.058481667, 3999520, n/a, n/a, n/a, n/a, 1.407085715, 234278232, 19, 0.065086043, 121064080, 0.060184473, 3999520, n/a, n/a, n/a, n/a, 2.950995011, 1575444432, 3, 1.424265841, 1439844320, 0.059467857, 3999520, n/a, n/a, n/a, n/a, 1.407145738, 234278232, 1, 0.082078617, 121081008, 0.060911608, 3999520, n/a, n/a, n/a, n/a, 4.915809423, 2928701512, 1, 3.351169236, 2780315520, 0.056161001, 3999520, n/a, n/a, n/a, n/a
21, 21_manifold_lex_d2_n8_o0_g1_09.mrdi, 2, 8, 21, 0, 1, 09, 1, 0.179974212, 15090600, 1, 0.000249418, 1034192, 0.115921759, 6346512, n/a, n/a, n/a, n/a, 1.443309195, 199309592, 6, 0.062358123, 83765008, 0.117444707, 6346336, n/a, n/a, n/a, n/a, 2.21909307, 778691432, 1, 0.603195196, 641405272, 0.116182739, 6346336, n/a, n/a, n/a, n/a, 1.43141552, 192249048, 2, 0.046620654, 76705008, 0.117382791, 6346336, n/a, n/a, n/a, n/a, 2.272852284, 783824840, 1, 0.634722284, 646792200, 0.18421642, 6346912, n/a, n/a, n/a, n/a, 1.427510594, 192249112, 1, 0.046591859, 76705072, 0.115809545, 6346336, n/a, n/a, n/a, n/a, 2.252497247, 786605432, 1, 0.674794955, 648712616, 0.114634266, 6346336, n/a, n/a, n/a, n/a, 1.451804385, 192249624, 1, 0.046913385, 76705008, 0.132517643, 6346912, n/a, n/a, n/a, n/a, 2.994537771, 1324306536, 1, 1.367702107, 1173674880, 0.109997994, 6346336, n/a, n/a, n/a, n/a
21, 21_manifold_lex_d2_n8_o0_g1_09.mrdi, 2, 8, 14, 0, 1, 09, 2, 0.12497746, 14730072, 1, 0.000829968, 3021360, 0.060718508, 3998816, n/a, n/a, n/a, n/a, 25.067087453, 15602754864, 33, 0.08310692, 121081008, 23.715408461, 15372476152, 6, 3, 22238, 20, 26.654743669, 16949272520, 3, 1.452541779, 1429389192, 23.746620574, 15390290672, 6, 3, 22238, 20, 1.409553701, 234283480, 107, 0.082942682, 121087136, 0.060192419, 3998640, n/a, n/a, n/a, n/a, 2.91920311, 1572551512, 4, 1.351558726, 1436756440, 0.063956055, 3998640, n/a, n/a, n/a, n/a, 1.415074203, 234277352, 19, 0.056755849, 121064080, 0.060195676, 3998640, n/a, n/a, n/a, n/a, 2.94920354, 1576399952, 3, 1.428571207, 1440938640, 0.059102374, 3998640, n/a, n/a, n/a, n/a, 1.407436527, 234277912, 1, 0.083594445, 121081008, 0.060619702, 3998656, n/a, n/a, n/a, n/a, 4.928902782, 2926735272, 1, 3.351161657, 2778451456, 0.056066696, 3998640, n/a, n/a, n/a, n/a
22, 22_manifold_lex_d2_n8_o0_g1_10.mrdi, 2, 8, 21, 0, 1, 10, 1, 0.182465414, 15090296, 1, 0.000263725, 1033872, 0.118239463, 6346528, n/a, n/a, n/a, n/a, 1.444762968, 199309096, 7, 0.062439026, 83765056, 0.118623774, 6346336, n/a, n/a, n/a, n/a, 2.234948129, 778189832, 2, 0.618544104, 640888968, 0.113842139, 6346336, n/a, n/a, n/a, n/a, 1.429178166, 192249048, 2, 0.048389005, 76705008, 0.116452339, 6346336, n/a, n/a, n/a, n/a, 2.290205736, 783295880, 1, 0.693410276, 646192920, 0.122108995, 6346336, n/a, n/a, n/a, n/a, 1.421483844, 192249048, 2, 0.046429978, 76705008, 0.114514882, 6346336, n/a, n/a, n/a, n/a, 2.279087688, 785968976, 1, 0.690046022, 648078784, 0.117623767, 6346336, n/a, n/a, n/a, n/a, 1.433090489, 192249048, 1, 0.046454494, 76705008, 0.116257462, 6346336, n/a, n/a, n/a, n/a, 2.977343108, 1322672104, 1, 1.358062233, 1171925136, 0.10967049, 6346336, n/a, n/a, n/a, n/a
