#, instance, dim, nVertices, nFaces, orientable, genus, index, q, QQLvTime, QQLvMemory, QQLvTrials, QQLvTimeA, QQLvMemoryA, QQLvTimeB, QQLvMemory, QQLvmaxLenBefore, QQLvmaxDegBefore, QQLvmaxLenAfter, QQLvmaxDegAfter, F2LvTime, F2LvMemory, F2LvTrials, F2LvTimeA, F2LvMemoryA, F2LvTimeB, F2LvMemory, F2LvmaxLenBefore, F2LvmaxDegBefore, F2LvmaxLenAfter, F2LvmaxDegAfter, F4LvTime, F4LvMemory, F4LvTrials, F4LvTimeA, F4LvMemoryA, F4LvTimeB, F4LvMemory, F4LvmaxLenBefore, F4LvmaxDegBefore, F4LvmaxLenAfter, F4LvmaxDegAfter, F3LvTime, F3LvMemory, F3LvTrials, F3LvTimeA, F3LvMemoryA, F3LvTimeB, F3LvMemory, F3LvmaxLenBefore, F3LvmaxDegBefore, F3LvmaxLenAfter, F3LvmaxDegAfter, F9LvTime, F9LvMemory, F9LvTrials, F9LvTimeA, F9LvMemoryA, F9LvTimeB, F9LvMemory, F9LvmaxLenBefore, F9LvmaxDegBefore, F9LvmaxLenAfter, F9LvmaxDegAfter, F5LvTime, F5LvMemory, F5LvTrials, F5LvTimeA, F5LvMemoryA, F5LvTimeB, F5LvMemory, F5LvmaxLenBefore, F5LvmaxDegBefore, F5LvmaxLenAfter, F5LvmaxDegAfter, F25LvTime, F25LvMemory, F25LvTrials, F25LvTimeA, F25LvMemoryA, F25LvTimeB, F25LvMemory, F25LvmaxLenBefore, F25LvmaxDegBefore, F25LvmaxLenAfter, F25LvmaxDegAfter, F7919LvTime, F7919LvMemory, F7919LvTrials, F7919LvTimeA, F7919LvMemoryA, F7919LvTimeB, F7919LvMemory, F7919LvmaxLenBefore, F7919LvmaxDegBefore, F7919LvmaxLenAfter, F7919LvmaxDegAfter, F62710561LvTime, F62710561LvMemory, F62710561LvTrials, F62710561LvTimeA, F62710561LvMemoryA, F62710561LvTimeB, F62710561LvMemory, F62710561LvmaxLenBefore, F62710561LvmaxDegBefore, F62710561LvmaxLenAfter, F62710561LvmaxDegAfter
34, 34_manifold_lex_d2_n8_o0_g2_06.mrdi, 2, 8, 24, 0, 2, 06, 1, 0.211588628, 16410720, 1, 0.000282971, 1180432, 0.147076166, 7520392, n/a, n/a, n/a, n/a, 1.497480914, 211882912, 1, 0.06629212, 95165008, 0.14941738, 7520200, n/a, n/a, n/a, n/a, 2.377083025, 879964328, 1, 0.727544647, 741612400, 0.144269159, 7520200, n/a, n/a, n/a, n/a, 1.489052939, 203814912, 1, 0.063752951, 87097008, 0.15020549, 7520200, n/a, n/a, n/a, n/a, 2.421546088, 885954992, 1, 0.806667881, 747679016, 0.146638825, 7520200, n/a, n/a, n/a, n/a, 1.488181302, 203815296, 2, 0.062360758, 87097008, 0.149914914, 7520200, n/a, n/a, n/a, n/a, 2.405256744, 888835968, 1, 0.786454251, 749795720, 0.145680887, 7520200, n/a, n/a, n/a, n/a, 1.477408035, 203815456, 1, 0.051090086, 87097552, 0.147239491, 7520200, n/a, n/a, n/a, n/a, 3.222444704, 1494596128, 1, 1.539093995, 1342801584, 0.143068693, 7520200, n/a, n/a, n/a, n/a
34, 34_manifold_lex_d2_n8_o0_g2_06.mrdi, 2, 8, 16, 0, 2, 06, 2, 0.13674149, 15826640, 1, 0.000867649, 3450384, 0.073394022, 4664272, n/a, n/a, n/a, n/a, 334.620663851, 42298140128, 19, 0.088987474, 136857008, 333.240144929, 42052085416, 6, 3, 44726, 19, 336.085727751, 43812145432, 3, 1.549426768, 1627715408, 333.052113482, 42054855960, 6, 3, 44726, 19, 1.438140088, 250702424, 19, 0.091826883, 136840080, 0.07479973, 4664096, n/a, n/a, n/a, n/a, 3.099155336, 1772035960, 3, 1.540632964, 1636591496, 0.071235608, 4664096, n/a, n/a, n/a, n/a, 1.478793943, 250718808, 19, 0.131899062, 136857008, 0.078379498, 4664096, n/a, n/a, n/a, n/a, 3.101477875, 1776309464, 3, 1.542827542, 1640069368, 0.07269107, 4664096, n/a, n/a, n/a, n/a, 1.451134827, 250718808, 1, 0.067177601, 136840080, 0.074584114, 4664096, n/a, n/a, n/a, n/a, 5.449554446, 3316777368, 1, 3.885813384, 3168999872, 0.069279837, 4664096, n/a, n/a, n/a, n/a
35, 35_manifold_lex_d2_n8_o1_g0_01.mrdi, 2, 8, 18, 1, 0, 01, 1, 0.063847699, 8603280, 1, 0.000220615, 887648, 0.001609812, 5736, n/a, n/a, n/a, n/a, 1.330435615, 175708432, 7, 0.020000877, 66488080, 0.001702626, 5720, n/a, n/a, n/a, n/a, 2.034796238, 680724208, 7, 0.526202131, 549956824, 0.001546874, 5720, n/a, n/a, n/a, n/a, 1.326395522, 175708432, 2, 0.043508865, 66505008, 0.001565549, 5720, n/a, n/a, n/a, n/a, 2.065885437, 685398704, 1, 0.592090782, 554663368, 0.001634899, 5720, n/a, n/a, n/a, n/a, 1.324810235, 175713280, 2, 0.044511868, 66509664, 0.001687878, 5720, n/a, n/a, n/a, n/a, 2.053577368, 687816360, 1, 0.588312954, 556261920, 0.001649346, 5720, n/a, n/a, n/a, n/a, 1.329442869, 175708624, 1, 0.047130959, 66505008, 0.001750056, 5720, n/a, n/a, n/a, n/a, 2.732468933, 1144019248, 1, 1.236739206, 1000908608, 0.002357195, 5720, n/a, n/a, n/a, n/a
35, 35_manifold_lex_d2_n8_o1_g0_01.mrdi, 2, 8, 12, 1, 0, 01, 2, 0.1124596, 13581056, 1, 0.000613091, 2593824, 0.048123247, 3277336, n/a, n/a, n/a, n/a, 1.408948686, 217779872, 7, 0.078252375, 105305008, 0.047708299, 3277160, n/a, n/a, n/a, n/a, 2.739775431, 1360701080, 15, 1.226821666, 1227866368, 0.047168555, 3277160, n/a, n/a, n/a, n/a, 1.405976958, 217780416, 8, 0.062861775, 105288080, 0.048116204, 3277160, n/a, n/a, n/a, n/a, 2.807035064, 1368991208, 1, 1.27897628, 1234956256, 0.047149132, 3277160, n/a, n/a, n/a, n/a, 1.396282582, 217779872, 2, 0.075263124, 105305008, 0.048104545, 3277160, n/a, n/a, n/a, n/a, 2.807564729, 1373000584, 1, 1.251103792, 1236767248, 0.048379361, 3277160, n/a, n/a, n/a, n/a, 1.406557919, 217779872, 1, 0.077338649, 105305008, 0.048117871, 3277160, n/a, n/a, n/a, n/a, 4.408200705, 2520733248, 1, 2.850338605, 2373066160, 0.043775821, 3277160, n/a, n/a, n/a, n/a
36, 36_manifold_lex_d2_n8_o1_g0_02.mrdi, 2, 8, 18, 1, 0, 02, 1, 0.063610177, 8603168, 1, 0.000220734, 887552, 0.001571238, 5720, n/a, n/a, n/a, n/a, 1.326388456, 175708432, 7, 0.044369775, 66505008, 0.001688268, 5720, n/a, n/a, n/a, n/a, 2.035378194, 680989016, 2, 0.51653079, 550036704, 0.001645558, 5720, n/a, n/a, n/a, n/a, 1.332445214, 175713296, 2, 0.044601274, 66509872, 0.00166832, 5720, n/a, n/a, n/a, n/a, 2.058178253, 685462192, 1, 0.593388516, 554773896, 0.001660566, 5720, n/a, n/a, n/a, n/a, 1.328922855, 175708432, 1, 0.044301261, 66505008, 0.001724736, 5720, n/a, n/a, n/a, n/a, 2.078131614, 687898080, 1, 0.606165683, 556359656, 0.001523406, 5720, n/a, n/a, n/a, n/a, 1.331497177, 175712112, 1, 0.046640197, 66508688, 0.002059425, 5720, n/a, n/a, n/a, n/a, 2.697383688, 1142834864, 1, 1.165349862, 998559968, 0.001655087, 5720, n/a, n/a, n/a, n/a
36, 36_manifold_lex_d2_n8_o1_g0_02.mrdi, 2, 8, 12, 1, 0, 02, 2, 0.109992023, 13580896, 1, 0.000606428, 2593664, 0.047459202, 3277336, n/a, n/a, n/a, n/a, 1.395313766, 217781088, 44, 0.075074921, 105306224, 0.047754586, 3277160, n/a, n/a, n/a, n/a, 2.764018674, 1360681296, 7, 1.246244986, 1227914584, 0.046785657, 3277160, n/a, n/a, n/a, n/a, 1.404509996, 217780064, 7, 0.077706119, 105305008, 0.048044339, 3277160, n/a, n/a, n/a, n/a, 2.816503228, 1368959224, 1, 1.255583191, 1234997408, 0.047232721, 3277160, n/a, n/a, n/a, n/a, 1.408498006, 217762944, 1, 0.063683718, 105288080, 0.048131006, 3277160, n/a, n/a, n/a, n/a, 2.82651036, 1372805336, 1, 1.219728686, 1236774000, 0.047153251, 3277160, n/a, n/a, n/a, n/a, 1.405805061, 217779872, 1, 0.076629005, 105305008, 0.048325712, 3277160, n/a, n/a, n/a, n/a, 4.447102834, 2522452128, 1, 2.880079055, 2374789600, 0.043556575, 3277160, n/a, n/a, n/a, n/a
37, 37_manifold_lex_d2_n8_o1_g0_03.mrdi, 2, 8, 18, 1, 0, 03, 1, 0.062837024, 8603120, 1, 0.000222567, 887296, 0.001574957, 5736, n/a, n/a, n/a, n/a, 1.323050381, 175708976, 43, 0.044259967, 66505008, 0.001657461, 5720, n/a, n/a, n/a, n/a, 2.064552784, 680555784, 7, 0.594750799, 550992496, 0.001726774, 5720, n/a, n/a, n/a, n/a, 1.332496746, 175712048, 11, 0.043709641, 66507888, 0.001662183, 5720, n/a, n/a, n/a, n/a, 2.063099062, 685545280, 1, 0.591979001, 554781432, 0.001525285, 5720, n/a, n/a, n/a, n/a, 1.327384939, 175708432, 1, 0.04499764, 66505008, 0.001682648, 5720, n/a, n/a, n/a, n/a, 2.053954406, 688193864, 1, 0.531875093, 555433824, 0.001663222, 5720, n/a, n/a, n/a, n/a, 1.325782713, 175708976, 1, 0.044573909, 66505008, 0.001650098, 5720, n/a, n/a, n/a, n/a, 2.693114807, 1144353376, 1, 1.169121341, 999950240, 0.001591929, 5720, n/a, n/a, n/a, n/a
37, 37_manifold_lex_d2_n8_o1_g0_03.mrdi, 2, 8, 12, 1, 0, 03, 2, 0.108863857, 13580768, 1, 0.000592482, 2593536, 0.04679805, 3277336, n/a, n/a, n/a, n/a, 1.403375794, 217779872, 211, 0.056348627, 105288080, 0.048459679, 3277160, n/a, n/a, n/a, n/a, 2.769272742, 1360739864, 8, 1.240354715, 1227930800, 0.046951448, 3277160, n/a, n/a, n/a, n/a, 1.414443088, 217780896, 25, 0.077334566, 105306032, 0.048631582, 3277160, n/a, n/a, n/a, n/a, 2.738163809, 1369179352, 1, 1.17243455, 1234053440, 0.047592669, 3277160, n/a, n/a, n/a, n/a, 1.405667486, 217779872, 1, 0.077391847, 105305008, 0.047909183, 3277160, n/a, n/a, n/a, n/a, 2.731243929, 1372531336, 1, 1.211335945, 1237708032, 0.048491967, 3277160, n/a, n/a, n/a, n/a, 1.395134554, 217779872, 1, 0.076150527, 105305008, 0.047281095, 3277160, n/a, n/a, n/a, n/a, 4.467891247, 2525166160, 1, 2.889673301, 2377499376, 0.044960345, 3277160, n/a, n/a, n/a, n/a
38, 38_manifold_lex_d2_n8_o1_g0_04.mrdi, 2, 8, 18, 1, 0, 04, 1, 0.067271796, 8603296, 1, 0.000226926, 887472, 0.001631072, 5736, n/a, n/a, n/a, n/a, 1.325603319, 175711792, 21, 0.044192534, 66508368, 0.001719398, 5720, n/a, n/a, n/a, n/a, 2.067071458, 680926744, 2, 0.589057815, 551363744, 0.001664515, 5720, n/a, n/a, n/a, n/a, 1.360187146, 175710016, 2, 0.043687713, 66506048, 0.001686095, 5720, n/a, n/a, n/a, n/a, 2.069001562, 685920720, 2, 0.584898175, 555234776, 0.001666258, 5720, n/a, n/a, n/a, n/a, 1.329699185, 175708432, 1, 0.043732517, 66505008, 0.001660538, 5720, n/a, n/a, n/a, n/a, 2.067543869, 688412880, 2, 0.584357501, 556861688, 0.001662389, 5720, n/a, n/a, n/a, n/a, 1.318461041, 175710064, 1, 0.045395887, 66506640, 0.001639155, 5720, n/a, n/a, n/a, n/a, 2.665957008, 1145616448, 1, 1.143731668, 1001311248, 0.001533059, 5720, n/a, n/a, n/a, n/a
38, 38_manifold_lex_d2_n8_o1_g0_04.mrdi, 2, 8, 12, 1, 0, 04, 2, 0.114437846, 13580608, 1, 0.000702989, 2593376, 0.05032102, 3277336, n/a, n/a, n/a, n/a, 1.42762284, 217779872, 197, 0.078213947, 105305008, 0.048741416, 3277160, n/a, n/a, n/a, n/a, 2.788914089, 1361214728, 3, 1.2416774, 1228381280, 0.048330705, 3277160, n/a, n/a, n/a, n/a, 1.424668476, 217780064, 3, 0.077251992, 105305008, 0.047962415, 3277160, n/a, n/a, n/a, n/a, 2.787078756, 1369594744, 2, 1.26327195, 1235538144, 0.047421513, 3277160, n/a, n/a, n/a, n/a, 1.405838155, 217779872, 1, 0.077637124, 105305008, 0.048152995, 3277160, n/a, n/a, n/a, n/a, 2.815378694, 1373157512, 2, 1.245958318, 1238336464, 0.048014415, 3277160, n/a, n/a, n/a, n/a, 1.423956645, 217786800, 1, 0.078968659, 105311936, 0.050764927, 3277160, n/a, n/a, n/a, n/a, 4.533035728, 2529651968, 1, 2.951801752, 2381981120, 0.045372028, 3277160, n/a, n/a, n/a, n/a
39, 39_manifold_lex_d2_n8_o1_g0_05.mrdi, 2, 8, 18, 1, 0, 05, 1, 0.066874636, 8603408, 1, 0.000236033, 887792, 0.001484496, 5720, n/a, n/a, n/a, n/a, 1.330429199, 175708432, 7, 0.044267976, 66505008, 0.0016946, 5720, n/a, n/a, n/a, n/a, 2.049076956, 681460784, 8, 0.525987531, 550490984, 0.001666766, 5720, n/a, n/a, n/a, n/a, 1.325540388, 175708976, 7, 0.042917978, 66505360, 0.001629306, 5720, n/a, n/a, n/a, n/a, 2.057580957, 686014144, 1, 0.585981017, 555253128, 0.001691312, 5720, n/a, n/a, n/a, n/a, 1.32870275, 175708432, 4, 0.043696017, 66505008, 0.001698706, 5720, n/a, n/a, n/a, n/a, 2.066750389, 688429600, 1, 0.592122049, 556879704, 0.00168917, 5720, n/a, n/a, n/a, n/a, 1.334856542, 175708624, 1, 0.044639585, 66505008, 0.001672428, 5720, n/a, n/a, n/a, n/a, 2.745735353, 1146656336, 1, 1.179801291, 1002514080, 0.001501849, 5720, n/a, n/a, n/a, n/a
39, 39_manifold_lex_d2_n8_o1_g0_05.mrdi, 2, 8, 12, 1, 0, 05, 2, 0.114135684, 13580816, 1, 0.000653627, 2593568, 0.04799938, 3277352, n/a, n/a, n/a, n/a, 1.424043651, 217781904, 7, 0.076998341, 105307040, 0.048187563, 3277160, n/a, n/a, n/a, n/a, 2.828810205, 1361211880, 26, 1.269597495, 1228451472, 0.047137291, 3277160, n/a, n/a, n/a, n/a, 1.432121559, 217779872, 7, 0.080895729, 105305008, 0.050353599, 3277160, n/a, n/a, n/a, n/a, 2.819788328, 1369551520, 1, 1.253169866, 1235593064, 0.046586675, 3277160, n/a, n/a, n/a, n/a, 1.425874859, 217780640, 4, 0.077986358, 105305776, 0.048436053, 3277160, n/a, n/a, n/a, n/a, 2.791155275, 1373504552, 1, 1.228686888, 1237399424, 0.047532698, 3277160, n/a, n/a, n/a, n/a, 1.406099183, 217779872, 1, 0.078334055, 105305008, 0.047736899, 3277160, n/a, n/a, n/a, n/a, 4.5375191, 2528780880, 1, 2.948428239, 2381285504, 0.045415427, 3277160, n/a, n/a, n/a, n/a
40, 40_manifold_lex_d2_n8_o1_g0_06.mrdi, 2, 8, 18, 1, 0, 06, 1, 0.064626329, 8603632, 1, 0.000237836, 888016, 0.001653365, 5720, n/a, n/a, n/a, n/a, 1.333468781, 175708432, 7, 0.043582367, 66505008, 0.001719309, 5720, n/a, n/a, n/a, n/a, 2.053930026, 680844760, 2, 0.526408699, 549891456, 0.001650569, 5720, n/a, n/a, n/a, n/a, 1.359758183, 175711008, 2, 0.044665885, 66507584, 0.00166722, 5720, n/a, n/a, n/a, n/a, 2.058015546, 685402704, 1, 0.593144864, 554665208, 0.00167269, 5720, n/a, n/a, n/a, n/a, 1.345630793, 175708976, 1, 0.045046347, 66505008, 0.001682569, 5720, n/a, n/a, n/a, n/a, 2.059539175, 687868704, 1, 0.539735635, 555315112, 0.001627596, 5720, n/a, n/a, n/a, n/a, 1.323730736, 175708624, 1, 0.045795995, 66505008, 0.001686827, 5720, n/a, n/a, n/a, n/a, 2.676905177, 1142776112, 1, 1.156940414, 998510416, 0.001671078, 5720, n/a, n/a, n/a, n/a
40, 40_manifold_lex_d2_n8_o1_g0_06.mrdi, 2, 8, 12, 1, 0, 06, 2, 0.115111763, 13580832, 1, 0.000609043, 2593600, 0.049917914, 3277336, n/a, n/a, n/a, n/a, 1.401508166, 217780416, 74, 0.076101144, 105305552, 0.047110214, 3277160, n/a, n/a, n/a, n/a, 2.729022214, 1360699480, 8, 1.222607171, 1227867152, 0.045698173, 3277160, n/a, n/a, n/a, n/a, 1.387913056, 217762944, 3, 0.063259969, 105288080, 0.048071428, 3277160, n/a, n/a, n/a, n/a, 2.799218463, 1368972544, 1, 1.248717406, 1234966296, 0.046262675, 3277160, n/a, n/a, n/a, n/a, 1.393973733, 217779872, 1, 0.063796657, 105305008, 0.047028834, 3277160, n/a, n/a, n/a, n/a, 2.733479901, 1372531864, 1, 1.221096541, 1237707536, 0.047047759, 3277160, n/a, n/a, n/a, n/a, 1.394312787, 217779872, 1, 0.076057541, 105305008, 0.04739949, 3277160, n/a, n/a, n/a, n/a, 4.385857484, 2523721920, 1, 2.834595691, 2376053648, 0.044552295, 3277160, n/a, n/a, n/a, n/a
41, 41_manifold_lex_d2_n8_o1_g0_07.mrdi, 2, 8, 18, 1, 0, 07, 1, 0.063998556, 8603232, 1, 0.000221165, 887600, 0.001647723, 5736, n/a, n/a, n/a, n/a, 1.325569595, 175710944, 63, 0.044460573, 66507520, 0.001649978, 5720, n/a, n/a, n/a, n/a, 2.057353142, 680960192, 3, 0.590832901, 551478184, 0.001660031, 5720, n/a, n/a, n/a, n/a, 1.326435908, 175708432, 3, 0.044494882, 66505008, 0.001701279, 5720, n/a, n/a, n/a, n/a, 2.035593368, 686073264, 5, 0.54749075, 555320376, 0.001638496, 5720, n/a, n/a, n/a, n/a, 1.323914725, 175691504, 1, 0.045661375, 66488080, 0.001719467, 5720, n/a, n/a, n/a, n/a, 2.045465827, 688473824, 1, 0.577868105, 556995848, 0.001688459, 5720, n/a, n/a, n/a, n/a, 1.32838735, 175708432, 1, 0.045864466, 66505008, 0.001698468, 5720, n/a, n/a, n/a, n/a, 2.653527015, 1147198560, 1, 1.136772046, 1002799824, 0.001538308, 5720, n/a, n/a, n/a, n/a
41, 41_manifold_lex_d2_n8_o1_g0_07.mrdi, 2, 8, 12, 1, 0, 07, 2, 0.109444863, 13580816, 1, 0.000616647, 2593392, 0.047009955, 3277336, n/a, n/a, n/a, n/a, 1.39644374, 217779872, 74, 0.075867641, 105305008, 0.048506214, 3277160, n/a, n/a, n/a, n/a, 2.838303483, 1361166600, 3, 1.314357516, 1228406096, 0.046183855, 3277160, n/a, n/a, n/a, n/a, 1.399482603, 217780416, 3, 0.076446527, 105305008, 0.048002268, 3277160, n/a, n/a, n/a, n/a, 2.766477878, 1369603944, 5, 1.2497624, 1235596416, 0.047256073, 3277160, n/a, n/a, n/a, n/a, 1.401713796, 217779872, 1, 0.077564683, 105305008, 0.048241641, 3277160, n/a, n/a, n/a, n/a, 2.809959902, 1373647208, 1, 1.249741784, 1237419456, 0.047730153, 3277160, n/a, n/a, n/a, n/a, 1.401013449, 217779872, 1, 0.07846193, 105305008, 0.04790288, 3277160, n/a, n/a, n/a, n/a, 4.530221302, 2531764912, 1, 2.957691215, 2384096192, 0.044425674, 3277160, n/a, n/a, n/a, n/a
42, 42_manifold_lex_d2_n8_o1_g0_08.mrdi, 2, 8, 18, 1, 0, 08, 1, 0.063943704, 8603440, 1, 0.000226996, 887824, 0.001628928, 5720, n/a, n/a, n/a, n/a, 1.322609588, 175708432, 10, 0.043600686, 66505008, 0.001660085, 5720, n/a, n/a, n/a, n/a, 2.053877663, 680668232, 7, 0.537603613, 550021552, 0.001537336, 5720, n/a, n/a, n/a, n/a, 1.315864432, 175708432, 2, 0.043775598, 66505008, 0.001578582, 5720, n/a, n/a, n/a, n/a, 2.053236751, 685525032, 1, 0.58646695, 554841760, 0.001506528, 5720, n/a, n/a, n/a, n/a, 1.322149144, 175708432, 2, 0.045621962, 66505008, 0.001692076, 5720, n/a, n/a, n/a, n/a, 2.057188549, 687972416, 1, 0.583760759, 556492504, 0.001731991, 5720, n/a, n/a, n/a, n/a, 1.3240236, 175709168, 1, 0.044381343, 66505008, 0.001763069, 5720, n/a, n/a, n/a, n/a, 2.714526482, 1143863648, 1, 1.183927092, 999839488, 0.001478074, 5720, n/a, n/a, n/a, n/a
42, 42_manifold_lex_d2_n8_o1_g0_08.mrdi, 2, 8, 12, 1, 0, 08, 2, 0.110303334, 13580816, 1, 0.000578607, 2593568, 0.047477814, 3277352, n/a, n/a, n/a, n/a, 1.376445367, 217779872, 118, 0.062496292, 105305008, 0.047446645, 3277160, n/a, n/a, n/a, n/a, 2.765971303, 1361062360, 7, 1.249332841, 1228285568, 0.047385631, 3277160, n/a, n/a, n/a, n/a, 1.395874489, 217779872, 2, 0.077953905, 105305008, 0.047211423, 3277160, n/a, n/a, n/a, n/a, 2.771825513, 1369685696, 5, 1.263006417, 1235714040, 0.048185381, 3277160, n/a, n/a, n/a, n/a, 1.39823202, 217779872, 2, 0.076492945, 105305008, 0.048249321, 3277160, n/a, n/a, n/a, n/a, 2.813920527, 1373503880, 2, 1.244598231, 1237648224, 0.047486823, 3277160, n/a, n/a, n/a, n/a, 1.396453699, 217780416, 1, 0.076284041, 105305008, 0.048491317, 3277160, n/a, n/a, n/a, n/a, 4.413601061, 2523423840, 1, 2.855473883, 2375863232, 0.044045259, 3277160, n/a, n/a, n/a, n/a
43, 43_manifold_lex_d2_n8_o1_g0_09.mrdi, 2, 8, 18, 1, 0, 09, 1, 0.063788549, 8603120, 1, 0.000231745, 887488, 0.001636643, 5736, n/a, n/a, n/a, n/a, 1.320131858, 175708976, 17, 0.042925177, 66505008, 0.001679324, 5720, n/a, n/a, n/a, n/a, 2.081017251, 680628976, 2, 0.596693009, 551063704, 0.00150198, 5720, n/a, n/a, n/a, n/a, 1.32734577, 175708432, 2, 0.044232117, 66505008, 0.001622326, 5720, n/a, n/a, n/a, n/a, 2.080268897, 685685528, 1, 0.606476288, 554949920, 0.001703108, 5720, n/a, n/a, n/a, n/a, 1.31320052, 175708624, 2, 0.043117188, 66505008, 0.001543698, 5720, n/a, n/a, n/a, n/a, 2.04948179, 688608872, 1, 0.534764926, 555645936, 0.001530754, 5720, n/a, n/a, n/a, n/a, 1.318108783, 175708432, 1, 0.044594562, 66505008, 0.001644006, 5720, n/a, n/a, n/a, n/a, 2.74331494, 1145469296, 1, 1.249926218, 1002387776, 0.001602639, 5720, n/a, n/a, n/a, n/a
43, 43_manifold_lex_d2_n8_o1_g0_09.mrdi, 2, 8, 12, 1, 0, 09, 2, 0.114618413, 13580080, 1, 0.000668936, 2592832, 0.049570861, 3277352, n/a, n/a, n/a, n/a, 1.395893778, 217779872, 197, 0.075860851, 105305008, 0.047197766, 3277160, n/a, n/a, n/a, n/a, 2.820904213, 1361077776, 2, 1.26515679, 1228306088, 0.048245963, 3277160, n/a, n/a, n/a, n/a, 1.399418645, 217779872, 2, 0.076665932, 105305008, 0.050292265, 3277160, n/a, n/a, n/a, n/a, 2.744100289, 1369674112, 3, 1.246367935, 1235714568, 0.046115102, 3277160, n/a, n/a, n/a, n/a, 1.396433204, 217780064, 2, 0.076042745, 105305008, 0.04755229, 3277160, n/a, n/a, n/a, n/a, 2.764724096, 1373803528, 2, 1.222520907, 1237642128, 0.048451208, 3277160, n/a, n/a, n/a, n/a, 1.3905365, 217780416, 1, 0.076918656, 105305008, 0.047558528, 3277160, n/a, n/a, n/a, n/a, 4.469724631, 2527071760, 1, 2.912087974, 2379403072, 0.045889675, 3277224, n/a, n/a, n/a, n/a
44, 44_manifold_lex_d2_n8_o1_g0_10.mrdi, 2, 8, 18, 1, 0, 10, 1, 0.063737596, 8603024, 1, 0.00023424, 887392, 0.001605113, 5736, n/a, n/a, n/a, n/a, 1.315409406, 175710704, 7, 0.043843203, 66506544, 0.001678671, 5720, n/a, n/a, n/a, n/a, 2.039713952, 680708184, 2, 0.532976634, 550098752, 0.001686766, 5720, n/a, n/a, n/a, n/a, 1.322642254, 175708432, 2, 0.044732893, 66505008, 0.001705682, 5720, n/a, n/a, n/a, n/a, 2.036655812, 685684064, 1, 0.577371282, 554948616, 0.001704619, 5720, n/a, n/a, n/a, n/a, 1.32307742, 175708432, 1, 0.045349921, 66505008, 0.001664854, 5720, n/a, n/a, n/a, n/a, 2.020044959, 688479088, 1, 0.501830472, 555657464, 0.001644888, 5720, n/a, n/a, n/a, n/a, 1.313762502, 175708432, 1, 0.044922748, 66505008, 0.001681827, 5720, n/a, n/a, n/a, n/a, 2.72609023, 1146036416, 1, 1.25599393, 1002918928, 0.001495066, 5720, n/a, n/a, n/a, n/a
44, 44_manifold_lex_d2_n8_o1_g0_10.mrdi, 2, 8, 12, 1, 0, 10, 2, 0.109100073, 13580656, 1, 0.000605026, 2593408, 0.046780522, 3277352, n/a, n/a, n/a, n/a, 1.398851115, 217780768, 88, 0.07633022, 105305904, 0.04762653, 3277160, n/a, n/a, n/a, n/a, 2.790907686, 1361075000, 2, 1.283710673, 1228310464, 0.046799859, 3277160, n/a, n/a, n/a, n/a, 1.408285985, 217779872, 2, 0.077880962, 105305008, 0.047884315, 3277160, n/a, n/a, n/a, n/a, 2.765882989, 1369727296, 3, 1.254701275, 1235721128, 0.04707492, 3277160, n/a, n/a, n/a, n/a, 1.394683895, 217779872, 2, 0.076986425, 105305008, 0.048176889, 3277160, n/a, n/a, n/a, n/a, 2.744425182, 1373393144, 2, 1.2265792, 1238574256, 0.047686378, 3277160, n/a, n/a, n/a, n/a, 1.391199496, 217780416, 1, 0.077859046, 105305008, 0.047379593, 3277160, n/a, n/a, n/a, n/a, 4.490478945, 2529487584, 1, 2.930503082, 2381820976, 0.044879404, 3277176, n/a, n/a, n/a, n/a
45, 45_manifold_lex_d2_n8_o1_g0_11.mrdi, 2, 8, 18, 1, 0, 11, 1, 0.063062732, 8603328, 1, 0.000231654, 887712, 0.001572429, 5720, n/a, n/a, n/a, n/a, 1.313945785, 175709408, 10, 0.044469605, 66505984, 0.001709026, 5720, n/a, n/a, n/a, n/a, 2.029548569, 681033592, 3, 0.521238092, 550143360, 0.001665302, 5720, n/a, n/a, n/a, n/a, 1.31372275, 175708976, 3, 0.045111883, 66505008, 0.001698886, 5720, n/a, n/a, n/a, n/a, 2.062777327, 685734368, 1, 0.596376197, 554971064, 0.001488183, 5720, n/a, n/a, n/a, n/a, 1.309549286, 175708432, 4, 0.042918977, 66505008, 0.001654816, 5720, n/a, n/a, n/a, n/a, 2.046261822, 688123104, 1, 0.588876873, 556595720, 0.001678339, 5720, n/a, n/a, n/a, n/a, 1.321415424, 175708432, 1, 0.046817466, 66505008, 0.001670193, 5720, n/a, n/a, n/a, n/a, 2.684595793, 1146123632, 1, 1.161332925, 1001734240, 0.001538778, 5720, n/a, n/a, n/a, n/a
